transaction_id,date,amount,currency,transaction_type,sender_account,receiver_account,transaction_status,transaction_category,payment_method,fees,notes
f6d243c8-f5bd-4944-87c5-e3c08088a0eb,2026-01-26,997.04,"('COP', 'Colombian peso')",Withdrawal,f7991d24-9f9c-4ec3-b332-428be38f7992,e0939497-cc8d-4332-bc5d-01a8799662c0,Completed,Health,Bank Transfer,6.18,Shake protect himself.
a701f7dd-174e-496a-8cef-3a912bfb802c,2026-02-05,123.19,"('KMF', 'Comorian franc')",Transfer,d70453a2-d20d-4fda-a391-8a2a63011cbd,beb8e090-0ea0-4200-a7be-712c20f5a23f,Completed,Bills,Cryptocurrency,7.01,Agency break myself water.
94c9d698-1cac-4c6e-ac62-5e2c006cbc37,2026-03-02,567.9,"('SVC', 'Salvadoran colón')",Withdrawal,43209c7f-697e-46b3-af5d-c886b96fa65f,97c7836f-e3bf-473f-9447-263efccc11ce,Pending,Health,Bank Transfer,2.02,Order explain current improve least party.
a84d214c-348f-43c6-a218-afe3b2dd6497,2026-01-31,808.84,"('KMF', 'Comorian franc')",Deposit,3ce21509-3179-4cb0-b1d2-96c6b10a7c79,1d47f501-0f11-4de2-8c9f-8a3c56a21b80,Completed,Health,PayPal,7.78,Make world job.
9c058198-3db9-472f-a65d-042882a9c2e1,2026-01-22,676.11,"('SRD', 'Surinamese dollar')",Deposit,849e463a-4dfe-4026-95ee-c5d97899f4c1,ed6a063e-b7f8-4b47-8fa0-1e252728da18,Cancelled,Travel,Debit Card,3.09,Information black budget myself task two.
8e91ca61-f757-435e-b36e-ac4fdab87d08,2026-03-05,441.94,"('BTN', 'Bhutanese ngultrum')",Deposit,fe96b17a-b4e0-4e11-b6ed-803ae7d64ae7,,Pending,Travel,PayPal,8.8,Lawyer recognize expect now size.
a8dfc48e-85e1-45b8-b39f-68a637671d5d,2026-03-07,95.25,"('EUR', 'Euro')",Withdrawal,fcbf16eb-6f16-4918-bdf0-8ec7250c26fa,,Failed,Bills,PayPal,7.44,Mother fund ability necessary follow.
9cfd1b8b-2972-4ce2-adaa-aa9ca3302005,2026-01-07,755.98,"('NIO', 'Nicaraguan córdoba')",Transfer,b39b895f-0f22-413d-abde-e14746102960,,Pending,Bills,Bank Transfer,7.66,Away sport face suffer since source.
56aa0fc2-86de-40ce-ad97-343559f54f18,2026-02-02,11.66,"('NZD', 'New Zealand dollar')",Transfer,57f69972-1102-4107-b2ba-af5f88ca3cd4,092472ff-a3d2-46a0-8d41-d104f3254c68,Cancelled,Bills,Credit Card,8.32,Make plant body.
570be5f7-2d02-47ee-baab-1667c39fcccf,2026-01-16,858.51,"('SPL', 'Seborga luigino')",Transfer,0ef92011-b70d-49d1-827f-5711e99558da,,Cancelled,Entertainment,PayPal,9.31,Model film reflect rise.
84202668-07e7-47ed-bc63-c741ba55ad41,2026-02-03,901.0,"('NIO', 'Nicaraguan córdoba')",Deposit,e1450065-4358-469c-a603-19a9573e83ba,,Failed,Health,Cryptocurrency,9.9,Poor contain simple.
21593914-1737-4b52-9016-e18543e53a52,2026-02-13,451.51,"('DJF', 'Djiboutian franc')",Withdrawal,d0750cef-2cc1-4934-90ad-b9977c2e6891,,Cancelled,Food & Drink,Credit Card,9.08,Behavior dog most shake travel.
80b1e9f7-d2c6-45ae-aeaa-9e8d134f7259,2026-03-06,172.16,"('MNT', 'Mongolian tugrik')",Deposit,08eee167-1910-41a8-8314-6823cd101186,,Completed,Food & Drink,Debit Card,6.59,Actually down someone.
e6d4baeb-1067-4be9-8bb2-c783facf9384,2026-02-11,197.12,"('NAD', 'Namibian dollar')",Deposit,e975a773-cfc8-48dd-8835-a985e3ad25c0,a4edb4b5-0707-4e4b-8953-45cce4606a9a,Failed,Travel,Credit Card,9.88,Who officer since western threat very.
41033b48-d0dd-40af-98ac-d67a0958dce5,2026-01-11,938.4,"('STD', 'São Tomé and Príncipe dobra')",Transfer,ab66b2ec-ccb7-4aff-9655-eb87689b7756,1966f537-6b4e-4b50-b13f-9241a32b62d4,Cancelled,Health,Cryptocurrency,2.45,Movement policy little discuss movie arrive.
d15ffcfa-f4c6-437a-bdaa-71e0603d1284,2026-02-13,697.41,"('VUV', 'Vanuatu vatu')",Withdrawal,1ceb0771-3ffd-4b2b-8fc2-85944de2b007,40e2d4dd-edcc-412c-a071-0282dc38ffa5,Completed,Bills,Bank Transfer,9.12,Result policy herself between central.
bae22b62-27e9-4a33-867c-5debbe5a5163,2026-01-24,513.75,"('SAR', 'Saudi riyal')",Deposit,59d55b23-1c05-4993-8a76-8d18f0c9731f,,Pending,Entertainment,PayPal,7.7,Just meet seek.
fbad0aa4-213d-45fc-8915-34b62181dc5a,2026-02-27,990.14,"('PGK', 'Papua New Guinean kina')",Withdrawal,80751a06-5678-46aa-942c-5137378751e5,dcf55238-8601-44dc-8051-289f98dd90a7,Pending,Food & Drink,Debit Card,4.6,Relate check chance hard later.
0c38fe8e-9001-4fbc-bda5-5080892dceac,2026-02-14,570.16,"('SZL', 'Swazi lilangeni')",Withdrawal,addc7c41-d942-4ab9-9876-01fa8a96bf12,,Failed,Entertainment,Cryptocurrency,8.54,Reason federal huge.
f11eb811-7e71-4715-b0e8-9e5b2cda8ea7,2026-01-05,465.12,"('BMD', 'Bermudian dollar')",Withdrawal,bd1ab5f0-5a1f-4774-b05b-a51a59fcf0a2,,Completed,Health,Credit Card,6.19,International field increase even look.
839e59c3-3901-4036-bb27-5f826c0acb38,2026-01-25,538.52,"('MGA', 'Malagasy ariar')",Transfer,75d7e87b-35ea-4559-ab60-379dc4c94d70,,Pending,Other,Cryptocurrency,2.86,Century read agency crime strong include.
57dc38dd-46f9-4902-860d-d5f5699a090b,2026-02-24,254.33,"('RWF', 'Rwandan franc')",Withdrawal,198ace6c-7015-495f-b309-c8f7de770287,,Cancelled,Bills,Debit Card,0.96,Point side behind.
667c1a05-7ae0-4bb0-81d1-bf8e8780b6d3,2026-01-16,381.16,"('BDT', 'Bangladeshi taka')",Deposit,92675f73-65b3-4500-bc2c-ea3eb3e066d8,90193c39-8030-4131-beb4-a240f9799c2f,Cancelled,Entertainment,Cryptocurrency,7.72,Middle beyond tend sometimes year dinner.
50d199e6-ec79-46f2-8208-6937028a7bc2,2026-02-20,378.39,"('GEL', 'Georgian lari')",Deposit,d4fafa43-e340-4e77-8911-81263d93fd26,,Cancelled,Other,Debit Card,4.09,Impact either stay their dinner.
1b40b401-3da4-4ba7-b9cc-325c49909d89,2026-01-20,12.78,"('MXN', 'Mexican peso')",Transfer,53415e6a-8dbc-4f87-ab0d-a8b45275ecef,,Cancelled,Entertainment,Bank Transfer,7.97,Relationship clear imagine others east.
993785c9-f749-4f90-bcb0-dfc97a674eb0,2026-01-27,197.46,"('XDR', 'Special drawing rights')",Withdrawal,83b5354e-41ef-4f1b-8d0c-a686d5535213,,Cancelled,Bills,Credit Card,6.97,Suggest you military rather firm consumer.
eee07309-d92f-4fd5-a911-d8bfeb83f62b,2026-01-14,134.69,"('LBP', 'Lebanese pound')",Withdrawal,d56d5a4e-9490-4857-952f-a0a5ed45ae77,e977c7e9-338c-4307-b699-f64ce72b2f8e,Failed,Food & Drink,Bank Transfer,1.09,Indeed system on oil agreement.
752a5b7c-4651-4061-bb14-0d23a540cc21,2026-01-19,402.22,"('KMF', 'Comorian franc')",Deposit,0c4675e3-0dc5-4f98-96e3-9f91e584bab8,,Completed,Other,Credit Card,1.86,Business scene me price people certain.
3228694c-7a92-4a05-abbf-c907030460bc,2026-03-05,524.23,"('ALL', 'Albanian lek')",Deposit,5dc45142-d20f-4e7d-9d72-0a4570180032,,Completed,Other,Credit Card,0.9,Cell move officer compare third against.
0043e8d9-d95e-4ba1-8edf-c57572060ade,2026-02-16,250.54,"('AZN', 'Azerbaijani manat')",Withdrawal,5fae4412-e2d9-4dbe-978d-83fc69f646c9,,Completed,Travel,PayPal,7.11,Bed share carry note.
86de0f00-0590-459e-b0f8-97338e4aa1a7,2026-01-14,519.84,"('STD', 'São Tomé and Príncipe dobra')",Deposit,97c3e89f-4c00-4ae5-8ce3-46c34571401a,1b417478-d232-40ce-87bb-fc31849c0665,Cancelled,Health,PayPal,4.85,Single success art indicate daughter newspaper.
d4bbe5f2-59c7-4596-a6c1-d3ea6a4b555b,2026-03-03,953.33,"('RSD', 'Serbian dinar')",Withdrawal,5745f12a-5a2b-4051-8dc4-ef48a6050570,ee55566f-3115-4387-bec3-32e9e7170f07,Cancelled,Electronics,Debit Card,3.3,Gas apply special century apply according.
9a9598c9-c000-43e7-99c6-a11940166a2b,2026-02-21,628.05,"('CLP', 'Chilean peso')",Transfer,30a092fb-01f2-4dab-b30c-0f1535a1d8f3,,Cancelled,Entertainment,Credit Card,2.01,Pick anyone along.
22645a0e-b6a1-4db9-8112-7a78d0d48507,2026-02-07,895.12,"('ETB', 'Ethiopian birr')",Transfer,b15b2e22-15be-41d6-b434-4be3faccc9d2,,Cancelled,Health,PayPal,8.01,Low realize fight.
b991b8c7-767e-4405-aded-187abecaeb61,2026-02-08,668.24,"('IRR', 'Iranian rial')",Withdrawal,bd432d63-02ad-446e-9eba-d70fda40ca7b,,Failed,Entertainment,Cryptocurrency,8.98,Feeling half son prevent fill their.
d4190305-fe89-4f1c-add4-6e7c1e07ab86,2026-02-15,165.13,"('KRW', 'South Korean won')",Withdrawal,9969c76c-e92d-4173-b80f-b7d8a3576077,,Cancelled,Entertainment,Credit Card,4.9,Meeting difficult financial woman field.
e81ef55c-0f89-41f4-8b48-5449509fe54b,2026-02-20,499.15,"('AOA', 'Angolan kwanza')",Withdrawal,127c6b07-b275-4fac-8dfe-71ce10972b51,67205df2-a8fc-4ad0-bd4f-b2590d46933d,Completed,Travel,Debit Card,3.63,Like leader medical.
c30b1e51-1f3a-479a-8aaf-7a00b152952f,2026-02-11,910.14,"('VND', 'Vietnamese đồng')",Deposit,2e4a0317-46ae-4ba1-a347-2ac9480316cb,c9b2fb04-924d-4520-ad91-51bd25c33f80,Completed,Other,Bank Transfer,0.57,Peace join authority state.
ef57317e-91ab-46f1-84f4-efa08e166182,2026-03-08,378.72,"('SGD', 'Singapore dollar')",Transfer,f74570b8-eb39-4011-9123-6883209b8f1e,,Pending,Travel,Credit Card,0.94,Commercial run build student.
b0e5118f-9eaf-4db3-a236-32a706a38d9d,2026-02-14,963.59,"('SDG', 'Sudanese pound')",Deposit,5af6424e-7329-4b20-b576-725dd992dcd8,87984823-1d8d-442d-8cf7-fc53874b58c6,Completed,Health,Cryptocurrency,9.71,Interview rock you many pay.
791d71e5-69be-4f34-9af4-b1c9f8831545,2026-01-05,79.7,"('GIP', 'Gibraltar pound')",Transfer,6f481a79-4ba1-448d-bfba-b09633e4fc0d,7852f09f-f824-4fa9-945f-bbd94e16c6a6,Pending,Other,Credit Card,4.7,Believe TV response.
bde6dfd1-1514-4767-b013-36b9c6fda2e9,2026-02-03,171.94,"('GNF', 'Guinean franc')",Deposit,726ce1ac-cd97-4d51-8de7-a3419d5710d4,,Cancelled,Health,Debit Card,3.41,Population receive ten.
3fb49abb-ca92-4379-abc0-12bf23e87f8f,2026-02-23,77.72,"('DOP', 'Dominican peso')",Deposit,9750a2e1-b69d-46a8-b4d4-d562cda92a8c,,Pending,Other,Debit Card,5.94,Exactly near discover true there there.
16a6ffbe-bc6b-46a4-8322-6810a9b1169e,2026-02-23,953.56,"('TMT', 'Turkmenistan manat')",Transfer,a47bc1e0-9d9f-4d75-8690-5ac1946278bd,,Completed,Other,Cryptocurrency,6.95,Clear second couple big.
0fa1508d-b39c-42f8-aeba-231e6fd1695d,2026-03-01,853.06,"('BRL', 'Brazilian real')",Withdrawal,f6bd36e7-63a3-4334-8508-e46a7a25bf1c,,Failed,Food & Drink,Bank Transfer,6.57,Institution similar recognize democratic art various.
6c0bad9f-5e3f-48b3-9c4b-d7b92b2991a9,2026-01-07,594.25,"('HKD', 'Hong Kong dollar')",Deposit,ba0ac0fa-4380-4b41-9d35-a4efbbb305f3,,Completed,Electronics,Bank Transfer,7.49,Capital material expect.
f3667730-e4ed-426d-b744-2d80560cc851,2026-02-26,960.03,"('LKR', 'Sri Lankan rupee')",Withdrawal,841ecb9c-a3af-405f-accd-22a338a685ea,ff75a853-46d6-4144-81e1-1ca4505f1793,Failed,Entertainment,Cryptocurrency,2.99,Human my wide far feel.
98dd7b86-0284-4706-ab46-439a462a31ec,2026-02-15,692.02,"('GBP', 'Pound sterling')",Transfer,0286cd7e-b566-4929-89ad-64325028dacd,b23b5bd3-2f39-4be0-af36-b0995d1b1ae9,Pending,Other,Cryptocurrency,7.72,Lawyer discuss likely carry direction at.
697700be-83fe-464b-b337-7166a07da03f,2026-02-11,64.7,"('SCR', 'Seychellois rupee')",Transfer,3bc66a03-723f-43c9-a7a2-384de38ae8c8,,Completed,Food & Drink,Cryptocurrency,3.07,Future pick word bit.
dfee6a44-0136-4622-b05d-ca90a6ee9c8c,2026-01-04,535.31,"('SZL', 'Swazi lilangeni')",Transfer,1c018afe-9bff-4588-a578-d9aad1bc7e80,,Cancelled,Bills,PayPal,7.01,Those design important event without tell.
b374f944-2021-4b00-89db-c83d40723ab1,2026-01-23,347.34,"('KGS', 'Kyrgyzstani som')",Deposit,080414e3-fc24-473d-a84c-c0e34eeb0c73,,Cancelled,Bills,Cryptocurrency,8.81,Style put close.
f46d858f-ec95-4765-a155-c345c9a0a881,2026-01-25,52.57,"('BGN', 'Bulgarian lev')",Withdrawal,11877d44-4be3-4c6d-83ff-aca85850b48b,,Cancelled,Electronics,Cryptocurrency,2.96,Senior open important.
0dbcf79b-97fb-4ecc-ae69-59cec1e4e9bf,2026-01-25,472.93,"('MWK', 'Malawian kwacha')",Withdrawal,0a13a407-2d33-4de0-ac60-446ef29175e9,,Pending,Other,Bank Transfer,2.43,Both get six.
3fb78df1-b036-4dd5-9f4a-d88176a24682,2026-01-19,590.58,"('NOK', 'Norwegian krone')",Withdrawal,2eff5373-5a9d-4fb6-bba6-9e004594425f,,Completed,Travel,Credit Card,7.43,Officer along under this owner.
a0a6a552-dece-4c97-8751-8cfa1206872b,2026-01-15,608.94,"('ISK', 'Icelandic króna')",Deposit,46c1c2c4-b057-440f-88a8-b0e51d8e507e,8e5bfa28-e8f7-4882-bb1f-effaa0c21418,Failed,Travel,Bank Transfer,3.82,Factor consumer in parent.
c2b393aa-8973-471b-941d-31c1c7096171,2026-02-27,79.7,"('IQD', 'Iraqi dinar')",Withdrawal,dde1460f-62db-476d-8764-7db8839b50dd,e347fd6c-e0ce-4698-b71b-c580b9199e58,Pending,Electronics,Debit Card,5.7,Join sister for section.
f59a6763-378d-472c-868a-68c2a88c7e6a,2026-01-15,260.53,"('CHF', 'Swiss franc')",Transfer,f8746691-10db-41a1-9933-a3b57c58861d,,Completed,Other,Debit Card,9.43,Join decide vote.
8bbda616-110d-456c-ba75-6d0cdbf05e04,2026-03-03,123.53,"('TJS', 'Tajikistani somoni')",Withdrawal,4bc37dc7-f766-4059-9860-11a76ecdbebd,415ca15c-c8cc-4ca0-8436-2d843f12bcf5,Failed,Electronics,Credit Card,9.28,Report white consider environment.
26ebe264-91f4-4357-8403-bbd36076e77d,2026-01-17,931.9,"('TZS', 'Tanzanian shilling')",Transfer,27417914-15ed-4461-88fb-290fc7ccb6df,,Completed,Entertainment,Debit Card,9.19,Against pressure short high fill company.
81654e97-f5ad-4143-96a2-661ca3427140,2026-01-23,504.92,"('BSD', 'Bahamian dollar')",Deposit,16473363-32b6-4bd3-b97e-0f7178b2bd12,,Completed,Electronics,Debit Card,9.96,Create light meeting glass unit.
65702abf-1f70-4bf0-8413-77a8fb96df2e,2026-03-02,837.01,"('SDG', 'Sudanese pound')",Transfer,cef0ad09-ff28-4ae6-8876-d5b6766bab82,535bd7bf-eb3a-4af6-a6c0-ec07d8dac7b9,Pending,Other,Cryptocurrency,7.56,Tell career notice education front shake.
9823cf89-560c-4d8b-93c6-4a1cea721283,2026-01-28,693.22,"('SEK', 'Swedish krona')",Withdrawal,8ce7e2d6-aec9-4c8d-8e4c-10a4f78812d5,,Failed,Entertainment,Debit Card,1.03,Piece language white usually note himself.
6e520456-5d62-4460-8707-e17c0e57c26a,2026-01-19,929.38,"('JEP', 'Jersey pound')",Transfer,c8bdc9e5-8ba0-40ec-99ec-dd45b9d76cc0,d41aca92-9f80-4ad1-a448-ba793f8bf532,Completed,Electronics,Bank Transfer,7.1,Join score international agreement believe popular.
943c222c-f2e8-4bd9-9832-cbe85c598f12,2026-01-17,706.28,"('KYD', 'Cayman Islands dollar')",Withdrawal,24d1f42c-9a8a-44a1-a436-2e557a8621e6,8803e942-bdf2-4f11-a6a3-51e5129c70ab,Failed,Entertainment,Cryptocurrency,5.71,Team best son.
de6c1526-25a2-45d8-8b4e-10ae365250bb,2026-02-04,598.88,"('GGP', 'Guernsey pound')",Deposit,f964d442-4f61-4d3a-b035-1ebf7eea85b8,,Completed,Entertainment,Cryptocurrency,5.92,Deal society level message little color.
87e2a3d5-908f-48f3-b7cb-1900d4522b66,2026-01-18,995.37,"('CAD', 'Canadian dollar')",Deposit,180b21b6-9bac-4924-a806-001ebb8828c9,d620e7cf-1217-4235-82fa-82a9b975e3fa,Completed,Food & Drink,Credit Card,7.06,View already smile leader land prepare.
b167904a-f7ae-4398-83ba-fba38398b032,2026-03-03,183.45,"('LSL', 'Lesotho loti')",Deposit,963532c5-bb7b-4416-aae2-5aa7903cfc5c,8eae15f2-99b3-4619-9ed4-199bd6867d97,Completed,Entertainment,Credit Card,5.85,Investment military middle Democrat should.
65feaa58-e0c8-4118-9745-de1642bd59dd,2026-02-09,299.74,"('JPY', 'Japanese yen')",Withdrawal,a7252d68-0414-48a3-abeb-8c2e5f20f79b,f9456e75-401b-4005-bf12-a635c2c1bd76,Cancelled,Travel,Debit Card,7.98,Responsibility floor south small road agency.
4e650b9e-905e-4975-bc78-16eb3079efae,2026-01-25,291.42,"('KRW', 'South Korean won')",Transfer,7f265897-1d2b-4b61-a0c0-c1cf3345d885,6c22a208-364f-49fa-aa05-fc84edeace7c,Completed,Other,PayPal,4.71,Somebody big else card.
5114c038-5339-4b89-ace1-a9e4d129d574,2026-02-17,330.62,"('NPR', 'Nepalese rupee')",Transfer,1134daa8-29d1-45d3-b2c3-4122725eef44,,Completed,Health,Debit Card,5.79,Gas hear miss.
95df7df9-b58d-4c41-bd0d-51436b3c9a3e,2026-01-28,807.71,"('IDR', 'Indonesian rupiah')",Deposit,fc7caa89-45e8-4185-b8db-2d52b60ddb98,,Completed,Health,Cryptocurrency,9.3,Huge system responsibility actually treatment stage.
c57da4aa-556c-431e-b623-43406e2a52ac,2026-02-13,409.54,"('BZD', 'Belize dollar')",Withdrawal,9ca4d67e-8fa6-4220-b12d-1d748d24745f,,Pending,Travel,Bank Transfer,4.83,Fill hard agreement.
c0ccc0f5-8b41-40c0-b675-aad2c90c719c,2026-02-28,138.57,"('WST', 'Samoan tālā')",Withdrawal,dc8a488a-5ffa-4ab8-b59c-ac1f64f35c27,8798347a-7f58-413c-afa8-6c13127ba86b,Cancelled,Travel,Credit Card,2.9,Memory onto history outside heart research.
18b4fbe5-3fd8-49a0-9172-2a0a872e695d,2026-02-11,546.44,"('AOA', 'Angolan kwanza')",Withdrawal,02c11532-aa82-454c-9581-5336faf566bc,2ff24073-2c60-4c8f-865c-22ae93967aeb,Cancelled,Health,Debit Card,4.64,Might experience air get bring.
70e01f0f-f655-4b8c-8ad3-32b0ccabce18,2026-01-16,120.53,"('MZN', 'Mozambican metical')",Deposit,cc43a6cc-2b9a-4c1c-a485-5dc6eac2091b,,Cancelled,Entertainment,Bank Transfer,3.03,Look blue meet eat structure.
2909cb36-a3ef-4197-8d38-828a73725ead,2026-01-23,163.75,"('DJF', 'Djiboutian franc')",Withdrawal,889d15df-3a1b-4b39-9fa8-fe793ed50992,,Failed,Entertainment,PayPal,9.88,Cultural simply institution can person to.
4edf5b64-3a2e-4090-a63f-f688bcbeecbd,2026-01-24,514.63,"('KMF', 'Comorian franc')",Withdrawal,1fb2cf42-7c21-47f2-8b32-88ebd4d8b3cd,,Failed,Entertainment,Bank Transfer,4.87,So certainly consider say offer.
be431048-ab29-4d8a-851b-aaa2b4394a9b,2026-01-20,998.87,"('RUB', 'Russian ruble')",Deposit,9ce5e6ce-277f-493c-a7e6-c295c840592c,,Failed,Food & Drink,Debit Card,9.56,Fly exactly building far often herself.
4c6a6e95-ceb7-445b-b731-bd1543e5a5b5,2026-02-04,771.71,"('GEL', 'Georgian lari')",Transfer,168eb55c-d424-4dc1-aba2-e0abc081ecdc,,Failed,Travel,PayPal,3.9,Change technology service detail kid.
d8140ad0-c5e2-4424-bd0a-fe26efe4a7d0,2026-02-14,752.2,"('GTQ', 'Guatemalan quetzal')",Transfer,ee25183f-4d04-4459-bc8f-1d566342d59c,45cf869b-e93c-468c-8fac-f0fe6c2d8f4c,Completed,Entertainment,Debit Card,5.48,Direction miss while past likely.
c2f7c311-12d2-48fc-9192-f13768761b87,2026-03-02,490.54,"('KPW', 'North Korean won')",Transfer,93403d64-1a9a-49c2-85a0-5cab85915dac,,Cancelled,Electronics,Debit Card,6.81,Husband wear individual.
a4934ded-0cfe-4e63-af6c-9df81e58be2d,2026-02-25,419.45,"('SVC', 'Salvadoran colón')",Transfer,b58b3d72-647c-46f3-9717-a7b8b615126e,,Pending,Electronics,Credit Card,8.03,Threat eight individual treatment tough.
8e2cd026-8f4f-451a-89dd-f0f64ee5b06a,2026-02-15,563.93,"('SCR', 'Seychellois rupee')",Transfer,21b2470e-0417-4e7b-aa41-2a8db59b7abd,,Failed,Electronics,PayPal,2.33,Together fund personal skill result.
cd72e0d1-9fbc-4e96-9ecb-251c70389cb8,2026-02-28,635.76,"('WST', 'Samoan tālā')",Deposit,4c270ef1-445d-4af9-bd3a-a1e6a2e8efb2,8f184d7b-46a3-4d47-8bf8-7921f2d95150,Failed,Bills,PayPal,3.54,White drop PM.
a8b32dfe-fb1f-4bd2-ad6e-7cdce0235ca9,2026-01-13,672.66,"('HNL', 'Honduran lempira')",Withdrawal,f62e8d93-0142-4778-b786-b8495093e980,74af6ba3-561e-4329-9cbe-a1cda087cac9,Cancelled,Entertainment,Debit Card,6.65,Vote sense figure share probably offer.
937459ae-436e-41d0-969b-8906034c3fab,2026-02-08,994.55,"('SDG', 'Sudanese pound')",Withdrawal,b6a48f5a-ad36-46c8-9670-a3e4b845f846,,Cancelled,Travel,Credit Card,8.65,Share save result from.
18f48b64-e2e2-4e99-8c3f-98b54b37111e,2026-02-02,675.14,"('INR', 'Indian rupee')",Withdrawal,209546ea-8d6f-417e-8c33-18b091bc4ac4,,Cancelled,Bills,Debit Card,4.24,Generation value protect choice parent pay.
bdec95d8-b150-430b-8fdb-aca59a8a2d06,2026-01-05,77.01,"('MOP', 'Macanese pataca')",Withdrawal,b0ee9d12-838d-4972-aa0e-3e35315c4616,45a4656c-e666-463a-b527-feb4097eda2f,Failed,Other,Bank Transfer,0.9,Late program size energy old.
4c49bb78-83e3-43c4-9098-07a253dcbc1c,2026-01-18,120.64,"('NOK', 'Norwegian krone')",Transfer,5238a1ea-7163-4e4d-a109-426a3585e467,ef378533-159c-4a21-b821-ab833b081fd3,Cancelled,Travel,Credit Card,8.3,Discussion wear thus one ball for.
38f4a454-3919-426e-bb15-67db79ea966c,2026-01-19,482.0,"('UGX', 'Ugandan shilling')",Transfer,0a160e81-6d31-488e-9d0f-2067b9f0d2cf,0911cef1-9ff9-4c29-81b4-9b28e63659a0,Failed,Bills,Bank Transfer,1.77,Nearly wish often.
3b3e0a02-7774-4f7f-b93d-95f46877b039,2026-03-02,356.05,"('RSD', 'Serbian dinar')",Deposit,c19661d3-52bd-438a-a61f-96f02a9b8f56,,Pending,Electronics,PayPal,2.94,Themselves majority different hot now.
2fe21c15-88aa-4fdb-8053-dea3190fcb6e,2026-02-18,583.1,"('BBD', 'Barbadian dollar')",Deposit,f6a748b9-ade8-43ed-bf19-e431d086e8fc,c01b2a38-023a-4377-9504-dd4744face1d,Pending,Electronics,Bank Transfer,7.01,Method test author order short.
256fb811-a2ea-4483-b13b-602a50eae147,2026-03-06,518.8,"('FJD', 'Fijian dollar')",Withdrawal,2239759e-616b-4d79-86dd-c0d0b423c7df,2e013b31-fbe9-4afb-9192-0c5caea174f0,Completed,Bills,Cryptocurrency,6.22,I and standard.
c87f6960-ee05-4da6-ab6b-ee183e31488c,2026-01-03,974.96,"('LKR', 'Sri Lankan rupee')",Withdrawal,3ee05d7e-30a2-4ddb-92c9-b49e8678a048,,Cancelled,Health,Credit Card,2.07,Could main sport enough go.
cbd59fca-8b0c-4762-8e7b-f2b244e35c6a,2026-01-15,178.65,"('ZWD', 'Zimbabwean dollar')",Deposit,8158486d-ae89-4705-93db-e56bdd1ba4e0,b22bac82-740a-46cc-9b14-25342f0c39e9,Failed,Entertainment,Credit Card,5.7,So dream tell job operation senior.
646f055f-6971-4528-ac90-4e1d84edc670,2026-02-19,343.58,"('USD', 'United States dollar')",Withdrawal,b96ee700-4669-46b8-86a8-d92d2677f49a,4eb64d7f-92ba-4cd2-9319-2f05f16253d6,Completed,Electronics,PayPal,3.82,Over camera our exactly.
b1582575-f8d0-4bfe-b059-dbc83f1d4c7b,2026-03-02,913.08,"('BOB', 'Bolivian boliviano')",Withdrawal,b649b50c-4389-443a-8954-2ba1247a88ab,,Failed,Entertainment,Bank Transfer,2.59,Land imagine mission.
6b71eaab-46a8-4d6b-adbc-bf53c346d623,2026-03-08,857.77,"('KMF', 'Comorian franc')",Transfer,59c5fadd-8c5d-423d-ab11-8803ba5871d9,,Failed,Bills,Bank Transfer,0.9,Million number indicate.
4f9d895f-85e6-4045-afd8-c2dc498a3a07,2026-02-17,610.85,"('HUF', 'Hungarian forint')",Deposit,aa8cacfa-54f2-48b2-a9f5-1c5df88c7122,,Pending,Other,Cryptocurrency,0.51,Stuff low relate.
39f8bd55-c45b-4c29-81cb-318923d87ccc,2026-01-29,382.48,"('EGP', 'Egyptian pound')",Deposit,26ac68af-8bcc-4428-b683-b70f6cde21fc,b2e616ce-3f3c-4bc9-b823-9f613b760ec4,Failed,Travel,Cryptocurrency,6.77,Throughout claim federal citizen sign.
6e32c8a0-45ad-4bd7-b904-4761aab4f0c7,2026-01-04,490.03,"('UGX', 'Ugandan shilling')",Transfer,89cd37d9-b22a-4a55-86c0-819648548696,,Completed,Food & Drink,Debit Card,2.93,Simple factor girl example right national.
ffb54a51-aca6-49bc-b0b5-ad969cdd62d8,2026-02-10,218.85,"('KYD', 'Cayman Islands dollar')",Transfer,adf26ca7-a6f0-475b-bad3-a4132b79e678,08873e79-f02c-4f4e-b0c0-f17adc1294a6,Completed,Food & Drink,PayPal,1.21,Despite upon help.
ab92a40a-8721-46ec-b52f-179c3e816dde,2026-01-25,342.83,"('BND', 'Brunei dollar')",Withdrawal,1b5f77ef-b00b-4fc1-b1b6-b628b65a886d,,Cancelled,Other,Credit Card,1.33,Stock role view.
c7f648f2-d08f-4cec-9b7b-bda2603af345,2026-01-03,913.38,"('ETB', 'Ethiopian birr')",Withdrawal,9bf17dc8-bfcc-4835-8cc1-b77c4c54bb3f,,Cancelled,Health,Credit Card,1.6,Republican director ago area better.
d741b016-e681-4956-b2ce-78dd0ae714d4,2026-01-24,19.9,"('HNL', 'Honduran lempira')",Transfer,c3c5c2b9-dbc7-4c4d-9611-7f7534b8e01f,,Failed,Bills,PayPal,0.93,Soldier her capital.
d00b8ec2-786b-4230-8c7b-da88f09737a8,2026-01-13,161.53,"('BRL', 'Brazilian real')",Withdrawal,01649b4e-4f93-4758-b502-5745a8382c3a,92225d5d-b838-4157-b762-d45f233d59ed,Cancelled,Food & Drink,PayPal,8.64,Bring discussion hand.
